index,title,genres
502,The Invasion,"Science Fiction,Thriller"
503,The Adventures of Rocky & Bullwinkle,"Action,Adventure,Animation,Comedy,Family"
504,The Secret Life of Pets,"Animation,Family"
505,The League of Extraordinary Gentlemen,"Fantasy,Action,Thriller,Science Fiction"
506,Despicable Me 2,"Animation,Comedy,Family"
507,Independence Day,"Action,Adventure,Science Fiction"
508,The Lost World: Jurassic Park,"Adventure,Action,Science Fiction"
509,Madagascar,"Family,Animation"
510,Children of Men,"Drama,Action,Thriller,Science Fiction"
511,X-Men,"Adventure,Action,Science Fiction"
512,Wanted,"Action,Thriller,Crime"
513,The Rock,"Action,Adventure,Thriller"
514,Ice Age: The Meltdown,"Animation,Family,Comedy,Adventure"
515,50 First Dates,"Comedy,Romance"
516,Hairspray,"Family,Comedy,Music,Romance"
517,Exorcist: The Beginning,"Horror,Mystery,Thriller"
518,Inspector Gadget,"Action,Adventure,Comedy,Family"
519,Now You See Me,"Thriller,Crime"
520,Grown Ups,Comedy
521,The Terminal,"Comedy,Drama"
522,Hotel for Dogs,"Comedy,Family"
523,Vertical Limit,"Action,Adventure,Thriller"
524,Charlie Wilson's War,"Comedy,Drama,History"
525,Shark Tale,"Animation,Action,Comedy,Family"
526,Dreamgirls,Drama
527,Be Cool,"Comedy,Crime"
528,Munich,"Drama,Action,History,Thriller"
529,Tears of the Sun,"Action,Drama,War"
530,Killers,"Action,Comedy,Thriller,Romance"
531,The Man from U.N.C.L.E.,"Comedy,Action,Adventure"
532,Spanglish,Comedy
533,Monster House,"Animation,Comedy,Family,Fantasy"
534,Bandits,"Action,Comedy,Crime,Romance"
535,First Knight,"Action,Adventure,Drama,Romance"
536,Anna and the King,"Drama,History,Romance"
537,Immortals,"Fantasy,Action,Drama"
538,Hostage,"Mystery,Drama,Thriller,Crime"
539,Titan A.E.,"Animation,Action,Science Fiction,Family,Adventure"
540,Hollywood Homicide,"Action,Adventure,Comedy,Thriller"
541,Soldier,"Action,War,Science Fiction"
542,Carriers,"Action,Drama,Horror,Science Fiction,Thriller"
543,Monkeybone,"Adventure,Fantasy,Animation,Action,Comedy"
544,Flight of the Phoenix,"Action,Adventure,Drama,Thriller"
545,Unbreakable,"Science Fiction,Thriller,Drama"
546,Minions,"Family,Animation,Adventure,Comedy"
547,Sucker Punch,"Action,Fantasy,Thriller"
548,Snake Eyes,"Crime,Mystery"
549,Sphere,Science Fiction
550,The Angry Birds Movie,"Family,Animation"
551,Fool's Gold,"Romance,Comedy,Adventure"
552,Funny People,"Comedy,Drama"
553,The Kingdom,"Thriller,Action,Drama"
554,Talladega Nights: The Ballad of Ricky Bobby,Comedy
555,Dr. Dolittle 2,"Comedy,Family,Romance,Fantasy"
556,Braveheart,"Action,Drama,History,War"
557,Jarhead,"Drama,War"
558,The Simpsons Movie,"Animation,Comedy,Family"
559,The Majestic,"Drama,Romance"
560,Driven,Action
561,Two Brothers,"Adventure,Drama,Family"
562,The Village,"Drama,Mystery,Thriller"
563,Doctor Dolittle,"Comedy,Family,Fantasy"
564,Signs,"Drama,Thriller,Science Fiction,Mystery"
565,Shrek 2,"Adventure,Animation,Comedy,Family,Fantasy"
566,Cars,"Animation,Adventure,Comedy,Family"
567,Runaway Bride,"Comedy,Romance"
568,xXx,"Action,Adventure,Thriller"
569,The SpongeBob Movie: Sponge Out of Water,"Animation,Adventure,Comedy,Family"
570,Ransom,"Action,Thriller"
571,Inglourious Basterds,"Drama,Action,Thriller,War"
572,Hook,"Adventure,Fantasy,Comedy,Family"
573,Die Hard 2,"Action,Thriller"
574,S.W.A.T.,"Action,Thriller,Crime"
575,Vanilla Sky,"Drama,Mystery,Romance,Science Fiction,Thriller"
576,Lady in the Water,"Drama,Thriller,Fantasy,Mystery"
577,AVP: Alien vs. Predator,"Adventure,Science Fiction,Action"
578,Alvin and the Chipmunks: The Squeakquel,"Comedy,Family,Animation,Fantasy,Music"
579,We Were Soldiers,"Action,History,War"
580,Olympus Has Fallen,"Action,Thriller"
581,Star Trek: Insurrection,"Science Fiction,Action,Adventure,Thriller"
582,Battle: Los Angeles,"Action,Science Fiction"
583,Big Fish,"Adventure,Fantasy,Drama"
584,Wolf,Fantasy
585,War Horse,"Drama,War"
586,The Monuments Men,"War,Drama,History,Action"
587,The Abyss,"Adventure,Action,Thriller,Science Fiction"
588,Wall Street: Money Never Sleeps,"Drama,Crime"
589,Dracula Untold,"Horror,Action,Drama,Fantasy,War"
590,The Siege,"Drama,Action,Thriller,Crime"
591,Stardust,"Adventure,Fantasy,Romance,Family"
592,Seven Years in Tibet,"Adventure,Drama,History"
593,The Dilemma,"Comedy,Drama"
594,Bad Company,"Action,Adventure,Comedy,Thriller"
595,Doom,"Adventure,Action,Horror"
596,I Spy,"Action,Adventure,Comedy,Thriller"
597,Underworld: Awakening,"Fantasy,Action,Horror"
598,Rock of Ages,"Comedy,Drama,Music,Romance"
599,Hart's War,"Drama,War"
600,Killer Elite,"Action,Adventure,Thriller"
601,Rollerball,"Action,Science Fiction,Thriller"
602,Ballistic: Ecks vs. Sever,"Action,Adventure,Thriller"
603,Hard Rain,Thriller
604,Osmosis Jones,"Adventure,Animation,Action,Comedy,Family"
605,Legends of Oz: Dorothy's Return,"Animation,Music,Family"
606,Blackhat,"Crime,Drama,Mystery"
607,Sky Captain and the World of Tomorrow,"Mystery,Action,Thriller,Science Fiction,Adventure"
608,Basic Instinct 2,"Crime,Mystery,Thriller"
609,Escape Plan,"Action,Thriller"
610,The Legend of Hercules,"Action,Adventure"
611,The Sum of All Fears,"Thriller,Action,Drama"
612,The Twilight Saga: Eclipse,"Adventure,Fantasy,Drama,Romance"
613,The Score,"Action,Crime,Thriller"
614,Despicable Me,"Animation,Family"
615,Money Train,"Action,Comedy,Crime"
616,Ted 2,Comedy
617,Agora,"Adventure,Drama,History"
618,Mystery Men,"Adventure,Fantasy,Action,Comedy,Science Fiction"
619,Hall Pass,Comedy
620,The Insider,"Drama,Thriller"
621,The Finest Hours,"Action,Drama,History,Thriller"
622,Body of Lies,"Action,Drama,Thriller"
623,Dinner for Schmucks,Comedy
624,Abraham Lincoln: Vampire Hunter,"Action,Fantasy,Horror"
625,Entrapment,"Romance,Drama,Mystery"
626,The X Files,"Mystery,Science Fiction,Thriller"
627,The Last Legion,"Action,Adventure,Fantasy,War"
628,Saving Private Ryan,"Drama,History,War"
629,Need for Speed,"Action,Crime,Drama,Thriller"
630,What Women Want,"Comedy,Romance"
631,Ice Age,"Animation,Comedy,Family,Adventure"
632,Dreamcatcher,"Drama,Horror,Science Fiction,Thriller"
633,Lincoln,"History,Drama"
634,The Matrix,"Action,Science Fiction"
635,Apollo 13,Drama
636,The Santa Clause 2,"Fantasy,Comedy,Family"
637,Les Misérables,"Drama,Music,Romance"
638,You've Got Mail,"Comedy,Romance"
639,Step Brothers,Comedy
640,The Mask of Zorro,"Action,Adventure"
641,Due Date,"Comedy,Drama"
642,Unbroken,"Drama,War"
643,Space Cowboys,"Action,Adventure,Thriller"
644,Cliffhanger,"Action,Adventure,Thriller"
645,Broken Arrow,"Action,Adventure,Drama,Thriller"
646,The Kid,"Fantasy,Comedy,Family"
647,World Trade Center,"Drama,History,Thriller"
648,Mona Lisa Smile,"Drama,Romance"
649,The Dictator,Comedy
650,Eyes Wide Shut,"Mystery,Drama"
651,Annie,"Comedy,Drama,Family"
652,Focus,"Romance,Comedy,Crime,Drama"
653,This Means War,"Action,Comedy,Romance"
654,Blade: Trinity,"Science Fiction,Action,Horror,Thriller,Adventure,Fantasy"
655,Red Dawn,"Action,Thriller"
656,Primary Colors,"Comedy,Drama"
657,Resident Evil: Retribution,"Action,Horror,Science Fiction"
658,Death Race,"Action,Thriller,Science Fiction"
659,The Long Kiss Goodnight,"Crime,Action,Mystery,Thriller"
660,Proof of Life,"Action,Adventure,Drama,Romance,Thriller"
661,Zathura: A Space Adventure,"Family,Fantasy,Science Fiction,Adventure"
662,Fight Club,Drama
663,We Are Marshall,Drama
664,Hudson Hawk,"Action,Adventure,Comedy"
665,Lucky Numbers,"Action,Adventure,Comedy,Crime,Romance,Thriller"
666,"I, Frankenstein","Horror,Thriller"
667,Oliver Twist,"Crime,Drama,Family"
668,Elektra,"Action,Fantasy"
669,Sin City: A Dame to Kill For,"Crime,Thriller"
670,Random Hearts,"Drama,Romance"
671,Everest,"Adventure,Drama"
672,Perfume: The Story of a Murderer,"Crime,Fantasy,Drama"
673,Austin Powers in Goldmember,"Comedy,Crime,Science Fiction"
674,Astro Boy,"Animation,Action,Family,Science Fiction"
675,Jurassic Park,"Adventure,Science Fiction"
676,Wyatt Earp,"Drama,Action,Western"
677,Clear and Present Danger,"Action,Drama,Thriller"
678,Dragon Blade,"Action,Drama,Adventure"
679,Little Man,"Comedy,Crime"
680,U-571,"Action,Drama,Thriller,War"
681,The American President,"Comedy,Drama,Romance"
682,The Love Guru,"Comedy,Romance"
683,3000 Miles to Graceland,"Action,Adventure,Comedy,Thriller,Crime"
684,The Hateful Eight,"Crime,Drama,Mystery,Western"
685,Blades of Glory,"Action,Comedy,Drama"
686,Hop,"Animation,Comedy,Family"
687,300,"Action,Adventure,War"
688,Meet the Fockers,"Comedy,Romance"
689,Marley & Me,"Comedy,Family"
690,The Green Mile,"Fantasy,Drama,Crime"
691,Wild Hogs,"Action,Adventure,Comedy"
692,Chicken Little,"Animation,Family,Comedy"
693,Gone Girl,"Mystery,Thriller,Drama"
694,The Bourne Identity,"Action,Drama,Mystery,Thriller"
695,GoldenEye,"Adventure,Action,Thriller"
696,The General's Daughter,"Crime,Drama,Mystery,Thriller"
697,The Truman Show,"Comedy,Drama"
698,The Prince of Egypt,"Adventure,Animation,Drama,Family,Music"
699,Daddy Day Care,"Comedy,Family"
700,2 Guns,"Action,Comedy,Crime"
701,Cats & Dogs,"Comedy,Family"
702,The Italian Job,"Action,Crime"
703,Two Weeks Notice,"Romance,Comedy"
704,Antz,"Adventure,Animation,Comedy,Family"
705,Couples Retreat,"Comedy,Romance"
706,Days of Thunder,Adventure
707,Cheaper by the Dozen 2,Comedy
708,Maze Runner: The Scorch Trials,Action
709,Eat Pray Love,Drama
710,The Family Man,"Comedy,Drama,Romance,Fantasy"
711,RED,"Action,Adventure,Comedy,Crime,Thriller"
712,Any Given Sunday,Drama
713,The Horse Whisperer,"Drama,Romance"
714,Collateral,"Drama,Crime,Thriller"
715,The Scorpion King,"Action,Fantasy,Adventure"
716,Ladder 49,"Drama,Action,Thriller"
717,Jack Reacher,"Crime,Drama,Thriller"
718,Deep Blue Sea,"Action,Science Fiction,Thriller"
719,This Is It,"Music,Documentary"
720,Contagion,"Drama,Thriller,Science Fiction"
721,Kangaroo Jack,"Comedy,Adventure,Crime"
722,Coraline,"Animation,Family"
723,The Happening,"Thriller,Science Fiction"
724,Man on Fire,"Action,Drama,Thriller,Crime"
725,The Shaggy Dog,"Comedy,Family"
726,Starsky & Hutch,"Comedy,Crime"
727,Jingle All the Way,"Family,Comedy"
728,Hellboy,"Fantasy,Action,Science Fiction"
729,A Civil Action,Drama
730,ParaNorman,"Family,Animation,Adventure,Comedy"
731,The Jackal,"Action,Thriller,Adventure,Crime"
732,Paycheck,"Action,Adventure,Mystery,Science Fiction,Thriller"
733,Up Close & Personal,"Drama,Romance"
734,The Tale of Despereaux,"Adventure,Animation,Family"
735,The Tuxedo,"Thriller,Action,Comedy,Science Fiction"
736,Under Siege 2: Dark Territory,"Action,Thriller"
737,Jack Ryan: Shadow Recruit,"Action,Drama,Thriller"
738,Joy,"Drama,Comedy"
739,London Has Fallen,"Action,Crime,Thriller"
740,Alien: Resurrection,"Science Fiction,Horror,Action"
741,Shooter,"Action,Drama,Mystery,Thriller,Crime"
742,The Boxtrolls,"Animation,Comedy,Family,Fantasy"
743,Practical Magic,"Drama,Fantasy,Comedy"
744,The Lego Movie,"Adventure,Animation,Comedy,Family,Fantasy"
745,Miss Congeniality 2: Armed and Fabulous,"Action,Comedy"
746,Reign of Fire,"Adventure,Action,Fantasy"
747,Gangster Squad,"Crime,Drama,Action,Thriller"
748,Year One,"Comedy,Adventure"
749,Invictus,"Drama,History"
750,State of Play,Action
751,Duplicity,"Romance,Comedy,Crime"
752,My Favorite Martian,"Comedy,Drama,Family,Science Fiction"
753,The Sentinel,"Action,Thriller,Crime"
754,Planet 51,"Science Fiction,Animation,Family,Comedy,Adventure"
755,Star Trek: Nemesis,"Science Fiction,Action,Adventure,Thriller"
756,Intolerable Cruelty,"Crime,Comedy,Romance"
757,Trouble with the Curve,"Drama,Romance"
758,Edge of Darkness,"Crime,Drama,Mystery,Thriller"
759,The Relic,"Horror,Mystery,Thriller"
760,Analyze That,"Comedy,Crime"
761,Righteous Kill,"Action,Crime,Drama,Thriller"
762,Mercury Rising,"Action,Crime,Drama,Thriller"
763,The Soloist,Drama
764,The Legend of Bagger Vance,"Fantasy,Drama"
765,Almost Famous,"Drama,Music"
766,Garfield: A Tail of Two Kitties,"Animation,Comedy,Family"
767,xXx: State of the Union,"Action,Adventure,Crime,Drama,Mystery,Thriller"
768,Priest,"Action,Science Fiction,Fantasy,Thriller,Horror"
769,Sinbad: Legend of the Seven Seas,"Family,Animation,Adventure"
770,Event Horizon,"Horror,Science Fiction,Mystery"
771,Dragonfly,Drama
772,The Black Dahlia,Drama
773,Flyboys,"Action,Adventure,Drama,History,Romance,War"
774,The Last Castle,"Action,Drama,Thriller"
775,Supernova,"Horror,Science Fiction,Thriller"
776,Winter's Tale,"Drama,Fantasy,Mystery,Romance"
777,The Mortal Instruments: City of Bones,"Action,Adventure,Drama,Mystery,Romance,Fantasy"
778,Meet Dave,"Comedy,Science Fiction,Adventure,Family"
779,Dark Water,"Drama,Horror,Thriller"
780,Edtv,Comedy
781,Inkheart,"Adventure,Family,Fantasy"
782,The Spirit,"Action,Comedy,Thriller,Crime,Science Fiction"
783,Mortdecai,"Comedy,Adventure"
784,In the Name of the King: A Dungeon Siege Tale,"Adventure,Fantasy,Action,Drama"
785,Beyond Borders,"Drama,Romance,Adventure,War"
786,The Monkey King 2,"Action,Adventure,Fantasy"
787,The Great Raid,"Action,History,War"
788,Deadpool,"Action,Adventure,Comedy"
789,Holy Man,"Drama,Comedy"
790,American Sniper,"War,Action"
791,Goosebumps,"Adventure,Horror,Comedy"
792,Just Like Heaven,"Comedy,Fantasy,Romance"
793,The Flintstones in Viva Rock Vegas,"Science Fiction,Comedy,Family,Romance"
794,Rambo III,"Action,Adventure,Thriller,War"
795,Leatherheads,"Comedy,Romance,Drama"
796,The Ridiculous 6,"Comedy,Western"
797,Did You Hear About the Morgans?,Comedy
798,The Internship,Comedy
799,Resident Evil: Afterlife,"Action,Adventure,Horror,Science Fiction"
800,Red Tails,"Drama,Action,Adventure,History,War"
801,The Devil's Advocate,"Drama,Horror,Mystery,Thriller"
802,That's My Boy,Comedy
803,DragonHeart,Fantasy
804,After the Sunset,"Action,Comedy,Crime,Drama"
805,Ghost Rider: Spirit of Vengeance,"Action,Fantasy,Thriller"
806,Captain Corelli's Mandolin,"Drama,History,Romance"
807,The Pacifier,"Action,Comedy,Drama,Family,Thriller"
808,Walking Tall,"Adventure,Drama,Action,Thriller"
809,Forrest Gump,"Comedy,Drama,Romance"
810,Alvin and the Chipmunks,"Comedy,Music,Family,Fantasy,Animation"
811,Meet the Parents,"Comedy,Romance"
812,Pocahontas,"Adventure,Animation,Drama,Family"
813,Superman,"Action,Adventure,Fantasy,Science Fiction"
814,The Nutty Professor,"Fantasy,Comedy,Romance,Science Fiction"
815,Hitch,"Comedy,Drama,Romance"
816,George of the Jungle,"Adventure,Comedy,Family,Romance"
817,American Wedding,"Comedy,Romance"
818,Captain Phillips,"Action,Drama,Thriller"
819,Date Night,Comedy
820,Casper,"Fantasy,Comedy,Family"
821,The Equalizer,"Thriller,Action,Crime"
822,Maid in Manhattan,"Comedy,Drama,Romance"
823,Crimson Tide,"Action,Thriller,Drama"
824,The Pursuit of Happyness,Drama
825,Flightplan,"Thriller,Drama,Mystery"
826,Disclosure,"Drama,Thriller,Crime,Mystery,Romance"
827,City of Angels,"Drama,Fantasy,Romance"
828,Kill Bill: Vol. 1,"Action,Crime"
829,Bowfinger,Comedy
830,Kill Bill: Vol. 2,"Action,Crime,Thriller"
831,Tango & Cash,"Action,Adventure,Comedy"
832,Death Becomes Her,"Fantasy,Comedy"
833,Shanghai Noon,"Adventure,Action,Comedy,Western"
834,Executive Decision,"Action,Adventure,Drama,Thriller"
835,Mr. Popper's Penguins,"Comedy,Family"
836,The Forbidden Kingdom,"Action,Adventure,Fantasy"
837,Free Birds,"Animation,Comedy,Family"
838,Alien³,"Science Fiction,Action,Horror"
839,Evita,"History,Drama,Music"
840,Ronin,"Action,Thriller,Crime,Adventure"
841,The Ghost and the Darkness,Adventure
842,Paddington,"Family,Comedy"
843,The Watch,Comedy
844,The Hunted,"Drama,Action,Thriller,Crime"
845,Instinct,"Drama,Mystery,Thriller"
846,Stuck on You,Comedy
847,Semi-Pro,Comedy
848,The Pirates! In an Adventure with Scientists!,"Animation,Adventure,Family,Comedy"
849,Changeling,"Crime,Drama,Mystery"
850,Chain Reaction,"Action,Drama,Science Fiction,Thriller"
851,The Fan,"Drama,Mystery,Thriller"
852,The Phantom of the Opera,"Thriller,Drama,Romance"
853,Elizabeth: The Golden Age,"Drama,History,Romance"
854,Æon Flux,"Action,Science Fiction"
855,Gods and Generals,"Drama,History,War"
856,Turbulence,"Action,Thriller,Crime"
857,Imagine That,Comedy
858,Muppets Most Wanted,"Comedy,Adventure,Crime,Family"
859,Thunderbirds,"Action,Adventure,Comedy,Family,Fantasy,Science Fiction"
860,Burlesque,"Drama,Romance"
861,A Very Long Engagement,Drama
862,Lolita,"Drama,Romance"
863,D-Tox,"Action,Thriller"
864,Blade II,"Fantasy,Horror,Action,Thriller"
865,Seven Pounds,Drama
866,Bullet to the Head,"Action,Crime,Thriller"
867,The Godfather: Part III,"Crime,Drama,Thriller"
868,Elizabethtown,"Comedy,Drama,Romance"
869,"You, Me and Dupree","Comedy,Romance"
870,Superman II,"Action,Adventure,Fantasy,Science Fiction"
871,Gigli,Drama
872,All the King's Men,"Drama,Thriller"
873,Shaft,"Action,Adventure,Crime,Thriller"
874,Anastasia,"Animation,Family"
875,Moulin Rouge!,"Drama,Music,Romance"
876,Domestic Disturbance,"Mystery,Thriller,Crime"
877,Black Mass,"Crime,Drama"
878,Flags of Our Fathers,"War,Drama,History"
879,Law Abiding Citizen,"Drama,Crime,Thriller"
880,Grindhouse,"Thriller,Action,Horror"
881,Beloved,"Drama,Thriller"
882,Lucky You,"Drama,Romance"
883,Catch Me If You Can,"Drama,Crime"
884,Zero Dark Thirty,"Thriller,Drama,History"
885,The Break-Up,"Romance,Comedy"
886,Mamma Mia!,"Comedy,Romance"
887,Valentine's Day,"Comedy,Romance"
888,The Dukes of Hazzard,"Action,Adventure,Comedy"
889,The Thin Red Line,"Drama,History,War"
890,The Change-Up,Comedy
891,Man on the Moon,"Comedy,Drama,Romance"
892,Casino,"Drama,Crime"
893,From Paris with Love,"Action,Crime,Thriller"
894,Bulletproof Monk,"Action,Comedy,Fantasy"
895,"Me, Myself & Irene",Comedy
896,Barnyard,"Animation,Comedy,Family"
897,Deck the Halls,"Comedy,Family"
898,The Twilight Saga: New Moon,"Adventure,Fantasy,Drama,Romance"
899,Shrek,"Adventure,Animation,Comedy,Family,Fantasy"
900,The Adjustment Bureau,"Science Fiction,Thriller,Romance"
901,Robin Hood: Prince of Thieves,Adventure
902,Jerry Maguire,"Comedy,Drama,Romance"
903,Ted,"Comedy,Fantasy"
904,As Good as It Gets,"Comedy,Romance"
905,Patch Adams,"Comedy,Drama"
906,Anchorman 2: The Legend Continues,Comedy
907,Mr. Deeds,"Comedy,Romance"
908,Super 8,"Thriller,Science Fiction,Mystery"
909,Erin Brockovich,Drama
910,How to Lose a Guy in 10 Days,"Comedy,Romance"
911,22 Jump Street,"Crime,Comedy,Action"
912,Interview with the Vampire,"Horror,Romance"
913,Yes Man,Comedy
914,Central Intelligence,"Action,Comedy"
915,Stepmom,"Drama,Romance"
916,Daddy's Home,Comedy
917,Into the Woods,"Fantasy,Comedy,Music"
918,Inside Man,"Crime,Drama,Thriller"
919,Payback,"Drama,Action,Thriller,Crime"
920,Congo,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller"
921,We Bought a Zoo,"Drama,Comedy,Family"
922,Knowing,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller"
923,Failure to Launch,Comedy
924,The Ring Two,"Drama,Horror,Thriller"
925,"Crazy, Stupid, Love.","Comedy,Drama,Romance"
926,Garfield,"Animation,Comedy,Family"
927,Christmas with the Kranks,"Comedy,Family"
928,Moneyball,Drama
929,Outbreak,"Action,Drama,Science Fiction,Thriller"
930,Non-Stop,"Action,Thriller,Mystery"
931,Race to Witch Mountain,"Adventure,Family,Fantasy,Science Fiction,Thriller,Action"
932,V for Vendetta,"Action,Thriller,Fantasy"
933,Shanghai Knights,"Action,Adventure,Comedy,Western"
934,Curious George,"Adventure,Animation,Comedy,Family"
